"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
100,203.867202758789
103.495249706417,103.19295501709
107.112667117937,127.951713562012
110.856522300912,120.159774780273
114.731234571179,114.322128295898
118.741377710697,118.302223205566
122.891685366526,142.488494873047
127.187056638511,126.782859802246
131.632561862269,141.104965209961
136.23344859431,135.796432495117
140.995147806344,140.427062988281
145.923280296108,145.553863525391
151.023663322253,160.598175048828
156.302317471144,166.203018188477
161.765473763678,171.471572875977
167.419581010487,166.853134155273
173.271313424241,172.806732177734
179.327578498007,178.770248413086
185.595525158984,184.903427124023
192.082552207227,201.71794128418
198.796317049329,198.339401245117
205.744744737364,204.909271240234
212.936037323766,212.190704345703
220.378683543182,229.493942260742
228.081468832731,247.255554199219
236.053485702499,235.278610229492
244.304144468503,243.53059387207
252.843184360804,251.900924682617
261.680685019871,260.758087158203
270.827078394779,270.080993652344
280.293161057271,279.398101806641
290.090106946233,288.776885986328
300.229480557617,299.24755859375
310.723250595385,309.603302001953
321.58380409959,320.445251464844
332.823961068267,331.608825683594
344.456989590392,343.192962646484
356.496621507784,355.274841308594
368.957068624422,367.563995361328
381.853039482323,380.370330810547
395.199756723774,393.552642822266
409.012975060424,407.767608642578
423.308999870432,431.355377197266
438.104706445641,446.127899169922
453.417559911483,451.761413574219
469.265635843133,467.608764648437
485.667641602258,483.987091064453
502.642938419524,500.864288330078
520.21156424896,518.395385742188
538.39425742112,536.288024902344
557.212481123,554.99462890625
576.688448733571,574.461791992187
596.845150044874,594.727172851562
617.706378399583,615.378479003906
639.296758777116,637.288024902344
661.641776861408,659.138916015625
684.76780912469,682.123413085937
708.702153962761,706.079772949219
733.473063918517,730.885681152344
759.109779031779,756.227966308594
785.642561354772,782.760070800781
813.102730674014,809.923828125
841.522701480769,838.239624023437
870.93602123371,867.532348632812
901.377409958964,898.191284179687
932.882801234266,929.461608886719
965.489384605624,962.011169433594
999.235649486542,995.655212402344
1034.16143059164,1029.62072753906
1070.30795495827,1066.17138671875
1107.71789061171,1103.51013183594
1146.43539693125,1141.84167480469
1186.50617677675,1181.8662109375
1227.97753043717,1223.14611816406
1270.89841146464,1265.7353515625
1315.31948446022,1310.09619140625
1361.29318487927,1356.06274414063
1408.87378092724,1403.87341308594
1458.11743761889,1452.83288574219
1509.08228307648,1503.18273925781
1561.8284771453,1555.8701171875
1616.41828240747,1609.30322265625
1672.91613767779,1666.57690429687
1731.38873406858,1725.07983398437
1791.90509371305,1786.15014648437
1854.53665124034,1857.06750488281
1919.35733809821,1931.19274902344
1986.44366982319,1969.8486328125
2055.87483636083,1998.3173828125
2127.73279554304,2015.07434082031
2202.1023698326,2021.31970214844
2279.07134644918,552.697448730469
2358.73058099499,400.834381103516
2441.17410470239,391.133605957031
2526.49923543014,366.845306396484
2614.80669253914,2634.80834960937
2706.2007157835,348.119262695312
2800.78918835698,340.387359619141
2898.6837642404,308.910949707031
2999.99999999997,928.830749511719

"Sweep - Function 2" 
"Vac vs Frequency"
"X (Hz)","Ch-1 (dBr)"
100,0.359017408182851
103.495249706417,0.432979204548652
107.112667117937,0.537632508665862
110.856522300912,0.551586846096183
114.731234571179,0.492474097254292
118.741377710697,0.520517565467675
122.891685366526,0.520626725263855
127.187056638511,0.558011123835166
131.632561862269,0.512725400030468
136.23344859431,0.437107477297908
140.995147806344,0.497456243036241
145.923280296108,0.519611627990041
151.023663322253,0.534490203889765
156.302317471144,0.495625949355435
161.765473763678,0.511131783139465
167.419581010487,0.528019462448744
173.271313424241,0.488265341903134
179.327578498007,0.471112632370488
185.595525158984,0.508865732650708
192.082552207227,0.545781211742026
198.796317049329,0.519740648330506
205.744744737364,0.502042721620253
212.936037323766,0.478732089631764
220.378683543182,0.606812635478746
228.081468832731,0.476172589235135
236.053485702499,0.566347337929488
244.304144468503,0.513892400577088
252.843184360804,0.51904377393231
261.680685019871,0.538487052898792
270.827078394779,0.574424778966597
280.293161057271,0.541256669736147
290.090106946233,0.532293948839636
300.229480557617,0.548143641238569
310.723250595385,0.480768180940682
321.58380409959,0.43961555246154
332.823961068267,0.508125394495138
344.456989590392,0.502369473526047
356.496621507784,0.498237287856403
368.957068624422,0.518234819084463
381.853039482323,0.478295467859567
395.199756723774,0.56827840336477
409.012975060424,0.516433720002385
423.308999870432,0.548448879897133
438.104706445641,0.500095451576569
453.417559911483,0.499261281165377
469.265635843133,0.490150536032482
485.667641602258,0.454323833172236
502.642938419524,0.410728511938697
520.21156424896,0.414540180965528
538.39425742112,0.470175860685494
