"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
557.212481123,0.488605418487541
576.688448733571,0.426999143793313
596.845150044874,0.429432778273524
617.706378399583,0.482427893855913
639.296758777116,0.31077562774392
661.641776861408,0.369706402884105
684.76780912469,0.328213525687278
708.702153962761,0.372757471880029
733.473063918517,0.224452907180055
759.109779031779,0.218301804237091
785.642561354772,0.16881595576459
813.102730674014,0.154868967909009
841.522701480769,0.0911236390732626
870.93602123371,0.0419439337980336
901.377409958964,-0.129359228234061
932.882801234266,-0.124568582239228
965.489384605624,-0.270904139025096
999.235649486542,-0.416346070933038
1034.16143059164,-0.494851719565927
1070.30795495827,-0.700188689913959
1107.71789061171,-0.90635983276061
1146.43539693125,-1.11109591627041
1186.50617677675,-1.31526759344996
1227.97753043717,-1.50557548987855
1270.89841146464,-1.83092744353869
1315.31948446022,-2.15537143960504
1361.29318487927,-2.56967959484795
1408.87378092724,-3.00423612655725
1458.11743761889,-3.46429929454156
1509.08228307648,-3.99897261081769
1561.8284771453,-4.59640444057489
1616.41828240747,-5.35215097772065
1672.91613767779,-6.26957828485066
1731.38873406858,-7.17178007913313
1791.90509371305,-8.28350415504392
1854.53665124034,-9.6033851385765
1919.35733809821,-11.10236027505
1986.44366982319,-12.9365220014386
2055.87483636083,-15.2561337475499
2127.73279554304,-17.7988898305347
2202.1023698326,-21.3230241220581
2279.07134644918,-24.0403351334932
2358.73058099499,-23.2558286991913
2441.17410470239,-20.8570330367383
2526.49923543014,-19.9933970311907
2614.80669253914,-19.1482386372379
2706.2007157835,-18.459827492926
2800.78918835698,-18.4717779349027
2898.6837642404,-19.2006538359848
2999.99999999997,-20.7112881177188

