"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
500,558.092346191406
515.361203261044,513.991271972656
531.194339653341,539.419494628906
547.513908098403,555.307861328125
564.334852959498,562.476806640625
581.672577726702,579.563293457031
599.542959122372,626.575134277344
617.962361639985,635.064636230469
636.947652529637,636.229064941406
656.516217243942,682.968383789062
676.685975358453,692.823181152344
697.475396981211,704.855346679687
718.903519666421,716.768676757812
740.989965847772,740.179077148437
763.754960807335,790.296508789062
787.219351196519,784.499267578125
811.404624126032,828.133850097656
836.332926842333,840.500305175781
862.02708700859,878.211853027344
888.510633608718,905.050109863281
915.807818493642,912.50244140625
943.94363858951,960.182495117187
972.943858788195,969.676208496094
1002.83503554105,1018.50646972656
1033.64454117754,1030.16247558594
1065.40058897093,1061.63195800781
1098.13225897417,1094.52905273437
1131.86952464939,1127.95458984375
1166.64328031563,1162.90063476562
1202.48536943975,1217.37353515625
1239.42861379654,1254.21813964844
1277.5068435247,1301.98034667969
1316.75492810621,1362.27319335937
1357.20880829745,1381.58447265625
1398.90552904133,1420.24743652344
1441.88327339053,1494.84167480469
1486.18139747303,1509.74487304687
1531.84046653176,1574.90356445312
1578.90229207153,1717.75537109375
1627.40997014721,1711.27758789062
1677.40792082817,1816.32336425781
1728.94192887522,1905.92626953125
1782.05918566721,1925.50646972656
1836.80833241569,2022.6416015625
1893.23950470732,2125.97680664062
1951.40437841462,2155.8759765625
2011.35621701725,2235.44750976562
2073.14992037718,2333.8154296875
2136.84207501224,2427.30859375
2202.49100591427,2424.86376953125
2270.15682995921,2540.84594726562
2339.90151095811,2610.06616210937
2411.78891639941,2681.0244140625
2485.88487593449,2745.90258789062
2562.25724166006,2793.50903320312
2640.9759502525,2823.04565429687
2722.11308701122,2857.11474609375
2805.74295186947,2873.65454101562
2891.94212743328,2901.9599609375
2980.78954911064,2853.18432617187
3072.3665773952,765.909912109375
3166.75707237081,880.654968261719
3264.04747050488,533.611267089844
3364.32686380112,1878.19384765625
3467.687081384,1188.3408203125
3574.22277358967,435.068756103516
3684.03149864039,708.892333984375
3797.21381198179,482.070861816406
3913.87335836478,451.103942871094
4034.11696675643,613.709167480469
4158.05474816677,490.036407470703
4285.80019648104,639.189819335937
4417.47029238977,393.107971191406
4553.18561051181,394.431610107422
4693.07042980848,488.570251464844
4837.25284738984,568.460266113281
4985.86489581747,446.007751464844
5139.04266401098,347.590423583984
5296.92642186907,388.467712402344
5459.66074871932,608.87890625
5627.39466571416,448.736206054687
5800.28177229445,279.012542724609
5978.48038684553,361.623474121094
6162.15369167452,341.918579101562
6351.46988244173,538.272705078125
6546.60232218289,416.401092529297
6747.72970006344,882.770568847656
6955.03619500995,551.300903320312
7168.71164436887,427.199279785156
7388.95171774679,379.476959228516
7615.95809619148,396.463226318359
7849.93865687785,188.649307250977
8091.1076634679,201.830322265625
8339.68596231894,233.075180053711
8595.90118471984,250.90739440918
8859.98795534049,278.951171875
9132.18810708526,91.8755569458008
9412.7509025473,308.750061035156
9701.9332622665,287.067443847656
10000,223.899200439453

"Sweep - Function 2" 
"Vac vs Frequency"
"X (Hz)","Ch-1 (dBr)"
500,0.0348488931758024
515.361203261044,-0.0331917720055284
531.194339653341,-0.00246740951714576
547.513908098403,0.00390065980639693
564.334852959498,0.0099904325877695
581.672577726702,-0.0617039663619215
599.542959122372,-0.0555339548232766
617.962361639985,-0.0103244313893836
636.947652529637,0.024649880182189
656.516217243942,-0.0225164256439115
676.685975358453,-0.0215446008140333
697.475396981211,-0.0830733369253998
718.903519666421,0.0037953409249012
740.989965847772,0.0197636431566562
763.754960807335,-0.0646112931525192
787.219351196519,-0.028376086668605
811.404624126032,-0.068475336173114
836.332926842333,-0.0139774439535781
862.02708700859,-0.0210436404246217
888.510633608718,-0.0752952611625567
915.807818493642,0.0541879535573942
943.94363858951,0.00986188308384762
972.943858788195,0.0460968143989036
1002.83503554105,0.0486530010561315
1033.64454117754,0.0999065813732412
1065.40058897093,0.0308968655567717
1098.13225897417,0.152516161750543
1131.86952464939,-0.0153268922253966
1166.64328031563,-0.0211039955672294
1202.48536943975,0.104982925021157
1239.42861379654,0.126849775180153
1277.5068435247,0.133844894526408
1316.75492810621,0.0392876251075833
1357.20880829745,0.10566177727212
1398.90552904133,0.120515575637928
1441.88327339053,0.178037618947596
1486.18139747303,0.183887928362554
1531.84046653176,0.0381082812958462
1578.90229207153,0.128728297413971
1627.40997014721,0.0584276842016517
1677.40792082817,0.0670122200131105
1728.94192887522,0.000964793808254198
1782.05918566721,-0.0633398339106281
1836.80833241569,-0.000818126762721356
1893.23950470732,-0.0973891856746532
1951.40437841462,-0.144009497435844
2011.35621701725,-0.284599157551466
2073.14992037718,-0.499516254186168
2136.84207501224,-0.629690012372357
2202.49100591427,-1.09505052145093
2270.15682995921,-1.42262981737977
2339.90151095811,-2.03301389462319
2411.78891639941,-2.76651617289733
2485.88487593449,-3.74937818578124
2562.25724166006,-5.08578460216535
2640.9759502525,-5.75565452327722
2722.11308701122,-7.00445002105698
2805.74295186947,-8.11724880887906
2891.94212743328,-9.12061537192651
2980.78954911064,-10.7099900112017
3072.3665773952,-11.5744297041342
3166.75707237081,-12.2532428727951
3264.04747050488,-14.1536801301016
3364.32686380112,-14.6418086737462
3467.687081384,-15.5644449245116
3574.22277358967,-16.7769932920715
3684.03149864039,-16.7451826791964
3797.21381198179,-18.6501613105723
3913.87335836478,-17.770186062506
4034.11696675643,-18.4297031600344
4158.05474816677,-19.2621712200164
4285.80019648104,-20.3599289314873
4417.47029238977,-19.5001214321289
4553.18561051181,-21.0184174585806
4693.07042980848,-19.8859957594903
4837.25284738984,-19.6263613357159
4985.86489581747,-21.5963635448944
5139.04266401098,-19.8757298686179
5296.92642186907,-21.6246546861625
5459.66074871932,-20.4021723163293
5627.39466571416,-19.8649268147067
5800.28177229445,-21.0441902216382
5978.48038684553,-20.8706784815359
6162.15369167452,-19.4693633420783
6351.46988244173,-21.0046421462211
6546.60232218289,-21.3419599496669
6747.72970006344,-21.8610531419533
6955.03619500995,-21.0840177761916
7168.71164436887,-21.6320878484809
