"Sweep - Function 1" 
"Frequency vs Frequency"
"X (Hz)","Ch-1 (Hz)"
1000,1153.84484863281
1023.53102189903,1300.26306152344
1047.61575278966,1199.50183105469
1072.26722201032,1262.30078125
1097.49876549306,1390.73059082031
1123.32403297803,1351.86450195312
1149.75699539774,1377.97595214844
1176.811952435,1327.6806640625
1204.50354025878,1389.26977539062
1232.84673944207,1431.3525390625
1261.85688306602,1450.88708496094
1291.54966501488,1538.33923339844
1321.94114846603,1568.8759765625
1353.04777457981,1560.02185058594
1384.88637139387,1668.89978027344
1417.4741629268,1644.36743164062
1450.82877849594,1696.27856445312
1484.96826225446,1817.4990234375
1519.91108295293,1746.36193847656
1555.67614393047,1820.00646972656
1592.28279334109,1903.79516601562
1629.75083462064,1962.33215332031
1668.10053720006,1971.78784179687
1707.35264747069,1933.80920410156
1747.52840000768,2020.93884277344
1788.64952905743,1898.83154296875
1830.73828029537,1960.14123535156
1873.81742286038,2060.89038085937
1917.91026167248,2087.9814453125
1963.04065004027,2169.36596679687
2009.23300256504,2301.47216796875
2056.51230834865,2290.64331054687
2104.90414451202,2358.56689453125
2154.43469003188,2445.94262695312
2205.13073990304,2486.68627929687
2257.01971963391,2605.38305664062
2310.12970008315,2582.88256835937
2364.4894126454,2664.95825195312
2420.12826479438,2652.9345703125
2477.0763559917,2690.748046875
2535.36449397011,2796.59692382812
2595.02421139973,2818.27270507812
2656.08778294668,2840.931640625
2718.58824273293,2951.35913085937
2782.55940220712,2958.00170898438
2848.03586843579,3032.53515625
2915.05306282517,3137.54663085937
2983.64724028333,3312.34619140625
3053.85550883341,3237.13305664062
3125.71584968823,3376.03881835937
3199.26713779737,3392.533203125
3274.54916287772,3486.32299804687
3351.60265093883,3553.39916992187
3430.46928631491,3699.49096679687
3511.19173421512,3673.08837890625
3593.81366380461,3651.84423828125
3678.37977182862,3727.25830078125
3764.93580679245,3927.96557617187
3853.52859371051,3891.75170898437
3944.20605943764,4067.05883789062
4037.01725859654,4007.09619140625
4132.01240011532,4265.75048828125
4229.24287438948,4495.24609375
4328.76128108304,4517.94189453125
4430.62145758386,4341.3759765625
4534.87850812856,4609.43408203125
4641.58883361276,4667.6708984375
4750.81016210278,4776.34033203125
4862.60158006533,5099.66943359375
4977.02356433209,5031.66943359375
5094.13801481636,5166.0859375
5214.00828799966,5172.29150390625
5336.69923120628,5413.3173828125
5462.27721768432,5458.09375
5590.8101825122,5748.193359375
5722.36765935019,5985.97021484375
5857.02081805664,5730.86865234375
5994.84250318938,5968.92529296875
6135.90727341314,6109.18359375
6280.29144183422,6274.05615234375
6428.07311728429,6324.63623046875
6579.33224657564,6551.37060546875
6734.15065775079,6699.140625
6892.61210434966,6808.60693359375
7054.8023107186,7074.61572265625
7220.80901838542,7325.8955078125
7390.72203352574,7410.8056640625
7564.63327554625,7632.45458984375
7742.63682681123,7636.77880859375
7924.82898353913,7951.28857421875
8111.30830789682,8110.43408203125
8302.1756813197,8511.478515625
8497.53435908639,8667.5146484375
8697.49002617778,8941.14453125
8902.15085445033,8993.6376953125
9111.62756115484,9213.2197265625
9326.03346883214,9423.87890625
9545.48456661828,9531.1806640625
9770.09957299219,9898.5791015625
9999.99999999993,10029.3935546875

"Sweep - Function 2" 
"Vac vs Frequency"
"X (Hz)","Ch-1 (dBr)"
1000,0.0717592484569507
1023.53102189903,-0.0102272296348169
1047.61575278966,0.0474734312301579
1072.26722201032,0.0704200696807366
1097.49876549306,0.0446278830896567
1123.32403297803,0.0524847489828492
1149.75699539774,0.0496932247622307
1176.811952435,0.0843802291636512
1204.50354025878,0.079050939080496
1232.84673944207,0.0730818020916349
1261.85688306602,0.0762910681342613
1291.54966501488,0.0745347369389993
1321.94114846603,0.0925757932475201
1353.04777457981,0.152209259153361
1384.88637139387,0.0849645522502116
1417.4741629268,0.126890568568837
1450.82877849594,0.155689564328812
1484.96826225446,0.114998232288751
1519.91108295293,0.177639445371463
1555.67614393047,0.12759960122882
1592.28279334109,0.118319007387459
1629.75083462064,0.141947294925939
1668.10053720006,0.145105316815455
1707.35264747069,0.179607277320361
1747.52840000768,0.142020595369024
1788.64952905743,0.153848658837382
1830.73828029537,0.146144414714618
1873.81742286038,0.147850811499364
1917.91026167248,0.112111572173292
1963.04065004027,0.100761399910443
2009.23300256504,-0.00750677530623006
2056.51230834865,-0.00723560529269539
2104.90414451202,-0.0415870837766818
2154.43469003188,-0.13874503383286
2205.13073990304,-0.200763711957999
2257.01971963391,-0.287884696393282
2310.12970008315,-0.428138330197163
2364.4894126454,-0.494356962027981
2420.12826479438,-0.645522646986996
2477.0763559917,-0.777510888212255
2535.36449397011,-0.960741431272956
2595.02421139973,-1.1835187661237
2656.08778294668,-1.3943383328729
2718.58824273293,-1.66323573248195
2782.55940220712,-1.9616631500126
2848.03586843579,-2.22941979684205
2915.05306282517,-2.619298563057
2983.64724028333,-3.02805106402353
3053.85550883341,-3.39520440874013
3125.71584968823,-3.89430933489755
3199.26713779737,-4.44225767032436
3274.54916287772,-5.0538508222807
3351.60265093883,-5.63195325824491
3430.46928631491,-6.34046834674205
3511.19173421512,-6.81540544322682
3593.81366380461,-7.66135288862773
3678.37977182862,-8.01717801741087
3764.93580679245,-8.76572735407476
3853.52859371051,-9.28395649560915
3944.20605943764,-10.1991540359158
4037.01725859654,-10.9205524917327
4132.01240011532,-11.57675016458
4229.24287438948,-11.5904966015742
4328.76128108304,-12.4798006390387
4430.62145758386,-13.4068021352943
4534.87850812856,-12.2773821014503
4641.58883361276,-12.2887664055521
